18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0{>\0\0\275\276\0\0\340\275\0\0\2=\0\0\272\275\0\0\316\275\0\0\252=\0\0\16>"..., 41939056) = 41939056
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\273=\0\0=\274\0\0\305>\0\0d>\0\0\t\276\0\0\243\275\0\0;<\0\0\250\275"..., 41939056) = 41939056
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\361=\0\0\366=\0\0C;\0\0\f>\0\0\4>\0\0\24>\0\0\240=\0\0j<"..., 4208) = 4208
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\371<\0\0\16\275\0\0)<\0\0\263\274\0\0\215<\0\0 =\0\0\216<\0\0\254:"..., 16773232) = 16773232
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0|>\0\0\27\276\0\0\366=\0\0p\276\0\0b=\0\0\203\275\0\0\242\276\0\0\323<"..., 16773232) = 16773232
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0q=\0\0\200=\0\0\311=\0\0\303<\0\0\23<\0\0\302=\0\0\321=\0\0\337\275"..., 16773232) = 16773232
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\240=\0\0\213\274\0\0\355?\0\0D\275\0\0\216>\0\0G>\0\0\0\276\0\0\227\276"..., 16773232) = 16773232
18:13:31 read(16, "PK\3\4\0\0\10\10\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\17\0C\0ar"..., 4096) = 4096
18:13:31 read(16, "\0\0\35>\0\0\35>\0\0\247\272\0\0\36>\0\0V>\0\0\\>\0\0\n>\0\0\204="..., 4208) = 4208
